sentiment,message,tweetid
1,"RT @Enviro_Voter: In 24hrs #Maria went from Cat 1 to Cat 5 due to superheated oceans. But go ahead, let's keep ignoring climate change http…",910107576846692352
-1,"RT @Tombx7M: The climate change award goes to....
 #FakeNewsAwards ",960074322487394305
1,Perhaps @UNEP$q$s commitment would look a bit more serious if they used $q$should$q$ instead of $q$could$q$… ,769970073041825792
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change ,800286317859008512
1,"RT @mvasey: #ArtificialIntelligence and climate change will ruin us, but blockchain and women will save us ",957850597406818304
2,RT @CNNPolitics: Badlands National Park deletes its tweets on climate change ,824080946169159680
0,RT @ramzpaul: Mental illness or climate change. ,762099897352892416
2,UN climate change agency reacts cautiously to Trump plan ,847763433651150848
1,"RT @Ian_Fraser: Scary. Asked if he believes in climate change, this was Donald Trump's answer #TrumpMorgan (transcript via @DanielHewittITVâ€¦",956335495407026178
0,RT @factcheckdotorg: Obama talked climate change and connections to extreme weather in address to Coast Guard cadets. Our story on topic: h…,601502713474584577
1,It's unfathomable how anyone can deny climate change,794700709602148354
1,How can the Internet of Things help us tackle everything from climate change to breast cancer? ,957657759717076992
1,RT @AmandineSmu: Those 3% of scientific papers that deny climate change? A review found them all flawed #science #climatechange ,907923123986685953
1,RT @Seasaver: The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse ,793377546524094464
-1,"RT @anna_dushku: Portugal and Galicia right now.
@realDonaldTrump is right, global warming is just an invention.
#ArdeGalicia…",919773891454631937
-1,RT @InGodIDoTrust: Corrupt politicians and despots created the fraud know as $q$climate change$q$ in order to suck the earning of the citizens …,665635155231551488
0,@TucsonPeck The Supermoon was caused by climate change.,799635209377353729
1,RT @lastcurlew: New marine monument will help fight #climate change &amp; heal our oceans. TY @WhiteHouse @JohnKerry #Monumentsforall,776467037518462980
2,#Trump's Paris decision puts climate change in rare media spotlight ,871506447523237888
1,RT @BBAnimals: please stop global warming.. ,799031473504276480
1,"Finance are also actors and partners in tackling climate change. Mitigate risks, pursue opportunities! ",912600720385421312
2,RT @mmcphoto: The real news: #climatechange Record-breaking climate change pushes world into ‘uncharted territory’ ,844114724140863488
0,If @realDonaldTrump talks to @elonmusk about climate change and makes Japan pay for a hyper loop to Asia (love ya Japan) I'll get a boner.,798725985004683264
1,RT @minxiepop: Me communicating with sea creatures after the entire world is flooded because of global warming ,906943851969032194
1,RT @Nuclear4Climate: 'In USA there is 50 nuclear start up which develop new model of reactors to fight climate change' @kirstygogan of…,851960724381245440
0,is this an article about global warming or a coupon for tide? either way the pictures are so pretty' ~ hasan minaj,859534899858092033
1,RT @AnnaWhitwam: And people still wanna say climate change isn’t real. ,931864308698505216
0,"@TheAgenda I am pretty sure the OPCP and the federal CPOC are quickly morphing into, GOP North (climate change, corp tax, imigrat$q$n, et al).",966112065550249984
-1,"If only you treated terrorism with the same urgency, considering it has killed way more people than global warming. ",716808699533266944
1,"RT @ericgarland: See, the way it’s going climate change will only increase the desire for renewables. Russia has no national grid, and the…",922505048889929734
1,"RT @JoyAnnReid: So the federal govt won't be fighting climate change for the next 4 years. They *will be fighting abortion, voting, healthc…",823884579467628545
1,I am so GLAD that I donâ€™t have any kids right now because of how fast global warming has been happening i only gotâ€¦ ,951147577776406529
1,RT @mzjacobson: Extreme drought symptom of global warming enabled by fossil lobbyists+politicians: UN: 20 million may starve ,840670011895111680
1,RT @voxdotcom: The consequences of climate change can be weird and apocalyptic. ,961686498574782466
1,"RT @matthewstoller: Trump will not deal with climate change, but Obama didn't deal with it either. This happened under Obama. ",821948523289706496
-1,@MeleaniesMom @ChrisCuomo Because it$q$s a good distraction to talk about guns and climate change.,685612874841100288
1,RT @MsMagazine: Women of faith are mobilizing for renewable energy and environmental protections that slow climate change:…,853359267587411968
0,"RT @redsteeze: Things discussed on CNN: Hands Up Don't Shoot, Asteroids causing climate change &amp; black holes swallowing 747
",800014576309784576
1,RT @ClimateCentral: Some of the world$q$s oldest trees are burning up and climate change is playing a role ,693048311159353344
2,"RT @nytimes: In the Pearl River Delta in China, breakneck development comes up against the growing threat of climate change ",851061082126811137
1,RT @naheinyaar: Find yourself a guy who cares about global warming and the bees dying,866610083165331457
1,"climate change denial &amp;racism 4 poor masses, Superconcentratn of wealth &amp;power 4 rich &amp;powerful #auspol THATS TERROR NOT DEMOCRACY #lnp scum",845161357129408512
0,"I mean, I’d look at her for that I’m just give it again – we need global warming! I’ve said if Hillary Clinton were a great",843440731394129923
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦,797551535723085825
2,"RT @Greenpeace: Power plants threatened as global warming affects water supplies.
",686218317594505216
1,RT @BBAnimals: The effects of global warming ,799569601562484736
1,"RT @GreenHarvard: As Arctic ice and permafrost melt due to climate change, dangerous pollutants and chemicals are being released into our wâ€¦",956909020287328256
0,"@mtobis @mem_somerville @scifri Of course facts are relevant. But people arenâ€™t anti (insert gmo, climate change, vâ€¦ ",958956813512159233
0,@Erikajakins They fully expected to be hailed as king and queen of some new 'climate change' era. To never receive… ,867814026369056768
0,RT @luisssramosss: s/o to climate change for letting me procrastinate one more day,954771211766173696
1,RT @gatesfoundation: How can plants adjust to climate change?,965819939213991938
0,Hispanic Catholics are most alarmed about climate change; white catholics are the least worried. These arguments tâ€¦ ,953197483458363392
-1,"RT @trump2016fan: 2013: MUSLIM Mag teaches Muslims to set Massive Forest Fires in USA but MSM says it$q$s Global Warming 🎇
",746017375661789184
0,"RT @McKelvie: Bret Stephens approaching the facts of the NHS the same way he approaches the fact of climate change, I see. ",951517816254906368
1,RT @jilevin: Is climate change a massive hoax or not? Which makes more sense? #green ,799928457836695552
1,RT @mcnees: Periodic reminder that the incoming administration is politicizing climate change research to justify an eventual a…,806282058419105792
1,RT Arzillion Inc: Cutting methane #emissions important to climate change #environment #climatechange #startup  … ,730552198208323584
-1,@EdHightackle You're taking rubbish apparently it was global warming 50years ahead now it's climate change every st… ,852253358882660352
1,I clicked to stop global warming @Care2: ,814827411883880448
1,Deep sea coral faces climate change threat - ,801073552388542465
1,One can only hope that the little we are doing to prevent climate change isn't decimated tomorrow. ,870155688839966723
2,"In executive order, Trump to dramatically change US approach to climate change ",846574609516310528
1,What about riding a horse to your job instead of driving a global warming contributing oil based fueled vehicle? @Concordantly,840061270451613698
2,RT @tveitdal: Australia scrubbed from UN climate change report after government intervention ,736233306249912320
1,RT @Leek3seventeen: 2017... day 193 of 365 ... a state sized chuck of ice broke off a solid continent &amp; ppl still deny global warming.…,885659566813450240
1,"ENVIRONMENTAL AWARENESS
See how artist Rainer Jacob used striped ice to draw attention to global warmingâ€¦ ",958082465767280640
1,Aung San Suu Kyi’s #climate change crisis: ,858901833212809216
2,RT @ClimateHome: $q$We have no hope for extreme poverty... unless we tackle climate change.$q$ @JimKim_WBG tells #CWNYC http://t.co/5eRuARETUM,648745289713479680
2,Among the changes climate change is bringing to this small Inuit town: cruise passengers ,910276551215808512
-1,"RT @Napoleonlegal: Bottom line:  Man is a carbon based life form.  $q$Carbon taxes$q$ $q$Climate Change wrt Carbon, robots, connect the dots I$q$ve…",753962724703559682
1,"RT @SethMacFarlane: Are we looking at an America that officially believes climate change is a hoax? Sorry, everybody else.",796428830558650368
-1,@NewDay @ChrisCuomo 7 out of ten Americans don't know they are trying to push 'global warming' to implement a CARBO… ,822014740482363393
1,"RT @Pappiness: @realDonaldTrump Yes, because the threat of climate change should be reduced to a reality show teaser.",868476334594502656
1,RT @ActinideAge: It's obscene. We're all reminded of climate change daily. Nuclear plant workers are DIRECTLY FIGHTING more than most for h…,818469746207244289
1,Talking and acting is two different things  ,607910277695209472
1,RT @cathmckenna: 'We believe climate change is one of the greatest threats facing Canadians and the world and it ... needs global so…,868214148857044992
1,EC: The EU has long been committed to international efforts to tackle climate change.' ,956586980091056129
